,ID,pred
0,25318,0.06896778534452644
1,25319,0.01427950489190052
2,25320,0.015983289985400797
3,25321,0.7848826765438344
4,25322,0.039486527932644684
5,25323,0.006597190867698838
6,25324,0.005812564883746624
7,25325,0.007707212924237259
8,25326,0.0353408519621463
9,25327,0.11468582780846012
10,25328,0.6801773920086002
11,25329,0.03647178753305882
12,25330,0.009219346426023827
13,25331,0.01714142422926628
14,25332,0.016398416829319296
15,25333,0.021408260204464312
16,25334,0.06027724049472951
17,25335,0.0058332061874808525
18,25336,0.01398622704315491
19,25337,0.21364499957771452
20,25338,0.17593892231253325
21,25339,0.049036178098618474
22,25340,0.006774676324436926
23,25341,0.04359266183676906
24,25342,0.35144037467245515
25,25343,0.034553519991537426
26,25344,0.019720323268742016
27,25345,0.020137567565176335
28,25346,0.03060465883280749
29,25347,0.014528667258343028
30,25348,0.018844202881504454
31,25349,0.013311691213104519
32,25350,0.014987862213002549
33,25351,0.009731679319926367
34,25352,0.04826385344255793
35,25353,0.0357081249091947
36,25354,0.027445985699162692
37,25355,0.1497123801816491
38,25356,0.35153664152174136
39,25357,0.01287454201705884
40,25358,0.10281408785979149
41,25359,0.02773893311058759
42,25360,0.010426235631495194
43,25361,0.0672918278701542
44,25362,0.07030931763284749
45,25363,0.5410954508990531
46,25364,0.010636583776692568
47,25365,0.019550190910885862
48,25366,0.009167878016534734
49,25367,0.015893767193305423
50,25368,0.48654118045005157
51,25369,0.025506560171378114
52,25370,0.008895836683594099
53,25371,0.08705378520649042
54,25372,0.016177862457347477
55,25373,0.040134734784582425
56,25374,0.043354763950742774
57,25375,0.006606224883245551
58,25376,0.08160065267494415
59,25377,0.017800847616288015
60,25378,0.04788950463324216
61,25379,0.0509098794413963
62,25380,0.015430007385115149
63,25381,0.014871929119807116
64,25382,0.008313332392383431
65,25383,0.13093618074308352
66,25384,0.010742535901824245
67,25385,0.08800814108696976
68,25386,0.014599507771246986
69,25387,0.11913870677552021
70,25388,0.03728253148259579
71,25389,0.27514100690866417
72,25390,0.009778073304840797
73,25391,0.0361696805935302
74,25392,0.6665481683762974
75,25393,0.06380653071695168
76,25394,0.3302744628381171
77,25395,0.039210614446532066
78,25396,0.010372695057342547
79,25397,0.02207239898911328
80,25398,0.7992228439892526
81,25399,0.07156559513529392
82,25400,0.020785244004275595
83,25401,0.011877862833239498
84,25402,0.4807015972015187
85,25403,0.02914943434962281
86,25404,0.01468481444049722
87,25405,0.5939738680787995
88,25406,0.008119260783698137
89,25407,0.04880943031109733
90,25408,0.18501673793546153
91,25409,0.02724510476803395
92,25410,0.0911065033130984
93,25411,0.039907234267303165
94,25412,0.19240796195731022
95,25413,0.8430697505880558
96,25414,0.4259789680574908
97,25415,0.18636093819381355
98,25416,0.01017232248824412
99,25417,0.2355245544208178
100,25418,0.014252410989016723
101,25419,0.01103543980606317
102,25420,0.03921427798244648
103,25421,0.01017395446507694
104,25422,0.005797921273591907
105,25423,0.014767189133849935
106,25424,0.021603832917968427
107,25425,0.015759680912438956
108,25426,0.07641031061894064
109,25427,0.23469117461470837
110,25428,0.01979825174268925
111,25429,0.15578881406265274
112,25430,0.09110441438649694
113,25431,0.06871405185098606
114,25432,0.05097783178391763
115,25433,0.01165720990733599
116,25434,0.5355165501710444
117,25435,0.026063061544202692
118,25436,0.01027532120577061
119,25437,0.024768215401035108
120,25438,0.02171489380586043
121,25439,0.3664752993888622
122,25440,0.09242456868537431
123,25441,0.43923021823924824
124,25442,0.008882302919389422
125,25443,0.0150013197562945
126,25444,0.3202397700168526
127,25445,0.026430068298149242
128,25446,0.07186159646785156
129,25447,0.047324577980474604
130,25448,0.047281462666770316
131,25449,0.06894107501819947
132,25450,0.017623128948394726
133,25451,0.03301093394432992
134,25452,0.05962767123111911
135,25453,0.012586682982487949
136,25454,0.6697545919717396
137,25455,0.03655582040238813
138,25456,0.016135453950032946
139,25457,0.623868839580419
140,25458,0.7605373562782288
141,25459,0.0384431094701446
142,25460,0.08736870262741799
143,25461,0.013427488006616115
144,25462,0.08368976705680937
145,25463,0.17268043837491973
146,25464,0.03257567254324715
147,25465,0.012783693256539032
148,25466,0.12730819478435312
149,25467,0.1396170388086712
150,25468,0.025116946936767852
151,25469,0.007370003388582305
152,25470,0.028099733930434478
153,25471,0.02144897657496913
154,25472,0.010064519512755667
155,25473,0.0547531651331238
156,25474,0.02151081913083479
157,25475,0.009948091830042262
158,25476,0.011116453609337905
159,25477,0.016814258503201146
160,25478,0.41989300633053733
161,25479,0.010933458300624244
162,25480,0.04002030962160357
163,25481,0.07026762703361678
164,25482,0.023259895459272265
165,25483,0.01792647520554124
166,25484,0.08648859921494303
167,25485,0.48318083516105514
168,25486,0.08528524456199411
169,25487,0.009161569990808511
170,25488,0.3463103111194621
171,25489,0.47727727999686104
172,25490,0.4638834146841086
173,25491,0.23206477178060192
174,25492,0.00856049427006779
